ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-05-20,61,29,32,267500,182400,85100,Wednesday,NH,W,WWW,2026-03-23 10:54:57.681195
Mount Road ATM,2015-05-20,96,66,30,372000,250200,121800,Wednesday,NH,W,WWW,2026-03-23 10:54:57.681195
Airport ATM,2015-05-20,104,87,17,736300,687600,48700,Wednesday,NH,W,WWW,2026-03-23 10:54:57.681195
KK Nagar ATM,2015-05-20,130,80,50,685800,453900,231900,Wednesday,NH,W,WWW,2026-03-23 10:54:57.681195
Christ College ATM,2015-05-20,113,54,59,612300,382100,230200,Wednesday,NH,W,WWW,2026-03-23 10:54:57.681195
