ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-04-30,135,49,86,494000,246000,248000,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.107419
Airport ATM,2016-04-30,38,29,9,284700,245400,39300,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.107419
KK Nagar ATM,2016-04-30,143,112,31,803400,685400,118000,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.107419
Christ College ATM,2016-04-30,175,74,101,1062700,520000,542700,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.107419
