ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-04-06,106,42,64,350100,208300,141800,Monday,NH,W,HWW,2026-03-23 10:54:57.531763
Mount Road ATM,2015-04-06,208,117,91,992900,656400,336500,Monday,NH,W,HWW,2026-03-23 10:54:57.531763
Airport ATM,2015-04-06,171,119,52,1073200,854200,219000,Monday,NH,W,HWW,2026-03-23 10:54:57.531763
KK Nagar ATM,2015-04-06,219,149,70,1091600,776200,315400,Monday,NH,W,HWW,2026-03-23 10:54:57.531763
Christ College ATM,2015-04-06,203,82,121,1052900,468300,584600,Monday,NH,W,HWW,2026-03-23 10:54:57.531763
