ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-05-23,89,28,61,342000,178900,163100,MONDAY,NH,W,HWW,2026-03-23 10:54:59.352339
Mount Road ATM,2016-05-23,36,14,22,87500,41500,46000,MONDAY,NH,W,HWW,2026-03-23 10:54:59.352339
KK Nagar ATM,2016-05-23,121,89,32,793400,628300,165100,MONDAY,NH,W,HWW,2026-03-23 10:54:59.352339
Christ College ATM,2016-05-23,48,26,22,207900,145600,62300,MONDAY,NH,W,HWW,2026-03-23 10:54:59.352339
