ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-03-05,124,53,71,384600,150600,234000,Thursday,NH,W,WWW,2026-03-23 10:54:57.242528
Mount Road ATM,2015-03-05,194,123,71,1017200,716000,301200,Thursday,NH,W,WWW,2026-03-23 10:54:57.242528
Airport ATM,2015-03-05,90,64,26,416600,336100,80500,Thursday,NH,W,WWW,2026-03-23 10:54:57.242528
KK Nagar ATM,2015-03-05,126,98,28,695800,554000,141800,Thursday,NH,W,WWW,2026-03-23 10:54:57.242528
Christ College ATM,2015-03-05,172,89,83,896500,548400,348100,Thursday,NH,W,WWW,2026-03-23 10:54:57.242528
