ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-13,112,42,70,424300,238500,185800,Friday,NH,W,WWH,2026-03-23 10:54:56.874983
Mount Road ATM,2015-02-13,157,80,77,519700,306200,213500,Friday,NH,W,WWH,2026-03-23 10:54:56.874983
Airport ATM,2015-02-13,57,42,15,202400,169300,33100,Friday,NH,W,WWH,2026-03-23 10:54:56.874983
KK Nagar ATM,2015-02-13,149,111,38,787500,645100,142400,Friday,NH,W,WWH,2026-03-23 10:54:56.874983
Christ College ATM,2015-02-13,208,59,149,575500,197400,378100,Friday,NH,W,WWH,2026-03-23 10:54:56.874983
