ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-05-02,96,43,53,395500,266000,129500,MONDAY,NH,W,HWW,2026-03-23 10:54:59.301359
Airport ATM,2016-05-02,21,9,12,137800,60000,77800,MONDAY,NH,W,HWW,2026-03-23 10:54:59.301359
KK Nagar ATM,2016-05-02,167,118,49,1145800,878700,267100,MONDAY,NH,W,HWW,2026-03-23 10:54:59.301359
Christ College ATM,2016-05-02,138,41,97,673900,208100,465800,MONDAY,NH,W,HWW,2026-03-23 10:54:59.301359
