ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-27,115,43,72,403500,198600,204900,Friday,NH,W,WWH,2026-03-23 10:54:56.994565
Mount Road ATM,2015-02-27,180,109,71,802900,591600,211300,Friday,NH,W,WWH,2026-03-23 10:54:56.994565
Airport ATM,2015-02-27,108,88,20,630500,581100,49400,Friday,NH,W,WWH,2026-03-23 10:54:56.994565
KK Nagar ATM,2015-02-27,75,57,18,422100,334500,87600,Friday,NH,W,WWH,2026-03-23 10:54:56.994565
Christ College ATM,2015-02-27,126,73,53,620100,456500,163600,Friday,NH,W,WWH,2026-03-23 10:54:56.994565
