ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-03-25,106,42,64,378400,196800,181600,Wednesday,NH,W,WWW,2026-03-23 10:54:57.185469
Mount Road ATM,2015-03-25,193,121,72,772800,567200,205600,Wednesday,NH,W,WWW,2026-03-23 10:54:57.185469
Airport ATM,2015-03-25,129,112,17,888000,817100,70900,Wednesday,NH,W,WWW,2026-03-23 10:54:57.185469
KK Nagar ATM,2015-03-25,76,61,15,347500,282200,65300,Wednesday,NH,W,WWW,2026-03-23 10:54:57.185469
Christ College ATM,2015-03-25,125,62,63,529200,366400,162800,Wednesday,NH,W,WWW,2026-03-23 10:54:57.185469
