ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-03-16,120,53,67,519400,264600,254800,Monday,NH,W,HWW,2026-03-23 10:54:57.116088
Mount Road ATM,2015-03-16,142,88,54,505600,372100,133500,Monday,NH,W,HWW,2026-03-23 10:54:57.116088
Airport ATM,2015-03-16,127,102,25,848700,774300,74400,Monday,NH,W,HWW,2026-03-23 10:54:57.116088
KK Nagar ATM,2015-03-16,81,61,20,325000,240400,84600,Monday,NH,W,HWW,2026-03-23 10:54:57.116088
Christ College ATM,2015-03-16,126,66,60,618200,401800,216400,Monday,NH,W,HWW,2026-03-23 10:54:57.116088
