ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-01-14,127,38,89,466200,150500,315700,THURSDAY,NH,W,WWH,2026-03-23 10:54:58.187477
Airport ATM,2016-01-14,130,97,33,661300,523300,138000,THURSDAY,NH,W,WWH,2026-03-23 10:54:58.187477
KK Nagar ATM,2016-01-14,169,103,66,1126800,788500,338300,THURSDAY,NH,W,WWH,2026-03-23 10:54:58.187477
Christ College ATM,2016-01-14,143,65,78,670800,423400,247400,THURSDAY,NH,W,WWH,2026-03-23 10:54:58.187477
