ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-18,6,3,3,12800,9100,3700,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.384120
Mount Road ATM,2017-03-18,61,16,45,226300,120800,105500,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.384120
Airport ATM,2017-03-18,106,66,40,530900,404900,126000,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.384120
KK Nagar ATM,2017-03-18,53,29,24,305900,193600,112300,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.384120
Christ College ATM,2017-03-18,217,72,145,940600,520300,420300,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.384120
