ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-01-30,162,48,114,617900,267200,350700,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.408272
Mount Road ATM,2016-01-30,59,21,38,205500,64800,140700,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.408272
Airport ATM,2016-01-30,123,86,37,653900,425400,228500,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.408272
KK Nagar ATM,2016-01-30,219,131,88,1089700,700700,389000,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.408272
Christ College ATM,2016-01-30,157,85,72,783200,532100,251100,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.408272
