ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-02-21,181,48,133,652400,225800,426600,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.552532
Mount Road ATM,2016-02-21,98,43,55,350500,251500,99000,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.552532
Airport ATM,2016-02-21,60,41,19,331000,271500,59500,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.552532
KK Nagar ATM,2016-02-21,85,51,34,187500,130800,56700,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.552532
