ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-06,100,40,60,274900,111800,163100,Friday,NH,W,WWH,2026-03-23 10:54:57.047004
Mount Road ATM,2015-02-06,195,123,72,967400,725000,242400,Friday,NH,W,WWH,2026-03-23 10:54:57.047004
Airport ATM,2015-02-06,115,75,40,488200,370800,117400,Friday,NH,W,WWH,2026-03-23 10:54:57.047004
KK Nagar ATM,2015-02-06,67,42,25,335500,219000,116500,Friday,NH,W,WWH,2026-03-23 10:54:57.047004
Christ College ATM,2015-02-06,126,61,65,636900,319700,317200,Friday,NH,W,WWH,2026-03-23 10:54:57.047004
