ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-01-16,73,30,43,228000,96900,131100,Friday,N,H,HHH,2026-03-23 10:54:56.694582
Mount Road ATM,2015-01-16,64,32,32,190900,88000,102900,Friday,N,H,HHH,2026-03-23 10:54:56.694582
Airport ATM,2015-01-16,43,32,11,208400,178900,29500,Friday,N,H,HHH,2026-03-23 10:54:56.694582
KK Nagar ATM,2015-01-16,79,46,33,288000,186900,101100,Friday,N,H,HHH,2026-03-23 10:54:56.694582
Christ College ATM,2015-01-16,53,25,28,235800,146100,89700,Friday,N,H,HHH,2026-03-23 10:54:56.694582
