ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-02-26,135,59,76,591800,349300,242500,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.585380
Mount Road ATM,2016-02-26,11,2,9,13700,2800,10900,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.585380
Airport ATM,2016-02-26,60,45,15,229900,182900,47000,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.585380
KK Nagar ATM,2016-02-26,84,66,18,695100,589400,105700,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.585380
Christ College ATM,2016-02-26,144,62,82,616100,318300,297800,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.585380
