ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-01,46,15,31,156000,91700,64300,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.280556
Mount Road ATM,2017-03-01,4,3,1,31000,28000,3000,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.280556
Airport ATM,2017-03-01,6,4,2,23300,21200,2100,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.280556
KK Nagar ATM,2017-03-01,9,5,4,42400,20400,22000,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.280556
Christ College ATM,2017-03-01,275,56,219,1539900,360900,1179000,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.280556
