ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-01-28,122,36,86,312500,105300,207200,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.365698
Mount Road ATM,2016-01-28,6,5,1,12100,12000,100,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.365698
Airport ATM,2016-01-28,59,45,14,314800,270800,44000,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.365698
KK Nagar ATM,2016-01-28,267,180,87,1325700,924200,401500,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.365698
Christ College ATM,2016-01-28,139,65,74,559900,366500,193400,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.365698
