ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-05-03,102,38,64,340400,178100,162300,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.448152
Airport ATM,2016-05-03,9,6,3,46800,36000,10800,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.448152
KK Nagar ATM,2016-05-03,119,81,38,738700,530300,208400,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.448152
Christ College ATM,2016-05-03,121,57,64,626200,325200,301000,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.448152
