ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-23,82,29,53,275000,94200,180800,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.484072
Mount Road ATM,2017-03-23,68,20,48,211000,123700,87300,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.484072
Airport ATM,2017-03-23,69,49,20,329900,244200,85700,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.484072
KK Nagar ATM,2017-03-23,105,71,34,633700,500400,133300,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.484072
Christ College ATM,2017-03-23,159,41,118,640800,252300,388500,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.484072
