ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-02-10,1,1,0,2000,2000,0,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.079303
Mount Road ATM,2017-02-10,147,39,108,492300,198600,293700,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.079303
Airport ATM,2017-02-10,2,2,0,600,600,0,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.079303
Christ College ATM,2017-02-10,99,18,81,395700,79400,316300,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.079303
