ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-01-25,86,29,57,314800,152400,162400,MONDAY,NH,W,HWH,2026-03-23 10:54:58.346
Mount Road ATM,2016-01-25,10,6,4,11100,7500,3600,MONDAY,NH,W,HWH,2026-03-23 10:54:58.346
Airport ATM,2016-01-25,79,59,20,330400,287600,42800,MONDAY,NH,W,HWH,2026-03-23 10:54:58.346
KK Nagar ATM,2016-01-25,306,215,91,1671800,1299100,372700,MONDAY,NH,W,HWH,2026-03-23 10:54:58.346
Christ College ATM,2016-01-25,125,62,63,487400,227700,259700,MONDAY,NH,W,HWH,2026-03-23 10:54:58.346
