ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-02-08,70,21,49,252600,99400,153200,MONDAY,NH,W,HWW,2026-03-23 10:54:58.646612
Mount Road ATM,2016-02-08,34,20,14,143000,80600,62400,MONDAY,NH,W,HWW,2026-03-23 10:54:58.646612
Airport ATM,2016-02-08,41,31,10,256300,205200,51100,MONDAY,NH,W,HWW,2026-03-23 10:54:58.646612
KK Nagar ATM,2016-02-08,74,55,19,572100,491400,80700,MONDAY,NH,W,HWW,2026-03-23 10:54:58.646612
Christ College ATM,2016-02-08,116,58,58,579000,303700,275300,MONDAY,NH,W,HWW,2026-03-23 10:54:58.646612
