ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-12,85,18,67,241900,92700,149200,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.301572
Mount Road ATM,2017-03-12,77,27,50,147000,63300,83700,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.301572
