ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-03-09,152,47,105,569100,257500,311600,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.898217
Mount Road ATM,2016-03-09,39,19,20,129100,70700,58400,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.898217
Airport ATM,2016-03-09,75,50,25,523600,391100,132500,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.898217
KK Nagar ATM,2016-03-09,56,42,14,365600,282200,83400,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.898217
Christ College ATM,2016-03-09,158,72,86,814800,417200,397600,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.898217
