ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-05-21,100,45,55,345000,218600,126400,Thursday,NH,W,WWW,2026-03-23 10:54:57.687976
Mount Road ATM,2015-05-21,137,88,49,480200,314800,165400,Thursday,NH,W,WWW,2026-03-23 10:54:57.687976
Airport ATM,2015-05-21,100,88,12,723700,671000,52700,Thursday,NH,W,WWW,2026-03-23 10:54:57.687976
KK Nagar ATM,2015-05-21,64,48,16,291500,220800,70700,Thursday,NH,W,WWW,2026-03-23 10:54:57.687976
Christ College ATM,2015-05-21,118,58,60,529400,317900,211500,Thursday,NH,W,WWW,2026-03-23 10:54:57.687976
