ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-03-30,38,11,27,82200,19800,62400,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.852926
Mount Road ATM,2016-03-30,45,31,14,229800,195800,34000,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.852926
Airport ATM,2016-03-30,79,58,21,380400,305300,75100,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.852926
KK Nagar ATM,2016-03-30,107,86,21,715100,608400,106700,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.852926
Christ College ATM,2016-03-30,134,75,59,713100,463800,249300,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:58.852926
