ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-05-04,59,14,45,148400,46600,101800,THURSDAY,NH,W,WWW,2026-03-23 10:55:01.200020
Mount Road ATM,2017-05-04,59,38,21,267200,246400,20800,THURSDAY,NH,W,WWW,2026-03-23 10:55:01.200020
Airport ATM,2017-05-04,51,31,20,284200,199600,84600,THURSDAY,NH,W,WWW,2026-03-23 10:55:01.200020
KK Nagar ATM,2017-05-04,229,156,73,1354900,969900,385000,THURSDAY,NH,W,WWW,2026-03-23 10:55:01.200020
Christ College ATM,2017-05-04,183,40,143,804000,203800,600200,THURSDAY,NH,W,WWW,2026-03-23 10:55:01.200020
