ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-02-23,165,65,100,666700,411500,255200,TUESDAY,NH,W,WWW,2026-03-23 10:54:58.566256
Mount Road ATM,2016-02-23,40,25,15,233600,212000,21600,TUESDAY,NH,W,WWW,2026-03-23 10:54:58.566256
Airport ATM,2016-02-23,54,45,9,120900,109100,11800,TUESDAY,NH,W,WWW,2026-03-23 10:54:58.566256
KK Nagar ATM,2016-02-23,212,128,84,989800,659500,330300,TUESDAY,NH,W,WWW,2026-03-23 10:54:58.566256
Christ College ATM,2016-02-23,162,79,83,759800,440800,319000,TUESDAY,NH,W,WWW,2026-03-23 10:54:58.566256
