ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-05-13,78,18,60,292000,107000,185000,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.972298
Mount Road ATM,2017-05-13,72,22,50,293300,149800,143500,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.972298
Airport ATM,2017-05-13,54,42,12,416300,354600,61700,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.972298
KK Nagar ATM,2017-05-13,52,26,26,263100,157100,106000,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.972298
Christ College ATM,2017-05-13,245,70,175,1058800,400600,658200,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.972298
