ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-01-26,46,17,29,74200,43000,31200,TUESDAY,N,H,WHW,2026-03-23 10:54:58.352480
KK Nagar ATM,2016-01-26,248,148,100,1207300,836400,370900,TUESDAY,N,H,WHW,2026-03-23 10:54:58.352480
Christ College ATM,2016-01-26,93,50,43,387200,278200,109000,TUESDAY,N,H,WHW,2026-03-23 10:54:58.352480
