ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-03,123,50,73,504100,273400,230700,Tuesday,NH,W,WWW,2026-03-23 10:54:57.007086
Mount Road ATM,2015-02-03,203,115,88,1063600,690200,373400,Tuesday,NH,W,WWW,2026-03-23 10:54:57.007086
Airport ATM,2015-02-03,109,85,24,671000,596500,74500,Tuesday,NH,W,WWW,2026-03-23 10:54:57.007086
KK Nagar ATM,2015-02-03,248,164,84,1177800,751400,426400,Tuesday,NH,W,WWW,2026-03-23 10:54:57.007086
Christ College ATM,2015-02-03,174,72,102,1001800,467000,534800,Tuesday,NH,W,WWW,2026-03-23 10:54:57.007086
