ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-04-10,79,19,60,217500,85800,131700,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.911067
Mount Road ATM,2016-04-10,226,72,154,694900,266100,428800,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.911067
Airport ATM,2016-04-10,46,33,13,281700,216200,65500,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.911067
KK Nagar ATM,2016-04-10,120,61,59,566900,265700,301200,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.911067
