ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-10,118,36,82,388300,136400,251900,Tuesday,NH,W,WWW,2026-03-23 10:54:56.856270
Mount Road ATM,2015-02-10,177,108,69,790700,556600,234100,Tuesday,NH,W,WWW,2026-03-23 10:54:56.856270
Airport ATM,2015-02-10,95,82,13,480700,441700,39000,Tuesday,NH,W,WWW,2026-03-23 10:54:56.856270
KK Nagar ATM,2015-02-10,108,85,23,493100,371300,121800,Tuesday,NH,W,WWW,2026-03-23 10:54:56.856270
Christ College ATM,2015-02-10,119,66,53,527400,333600,193800,Tuesday,NH,W,WWW,2026-03-23 10:54:56.856270
